schemaVersion,recordType,productName,startupName,pricingModel,website,description,category,resolutionStatus,confidenceScore,matchMethod,matchReason,sourceName,sourceURL,collectedAt
1.0,PRODUCT,Transistor,,PAID,https://transistor.fm,Podcast hosting and analytics platform for publishing and growing multiple podcast shows.,Podcast,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,Best of AI,https://transistor.fm,
1.0,PRODUCT,Turso,Close,FREEMIUM,https://turso.tech,Edge SQLite database platform built on libSQL for deploying databases close to users worldwide.,DevTools,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://turso.tech,
1.0,PRODUCT,Typeform,&AI,FREEMIUM,https://typeform.com,Conversational form and survey builder with AI features for creating engaging data collection experiences.,Marketing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://typeform.com,
1.0,PRODUCT,Viggle,,FREEMIUM,https://viggle.ai,AI video tool for animating characters by merging any image with reference motion video.,Video Generator,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://viggle.ai,
1.0,PRODUCT,Vizcom,&AI,FREEMIUM,https://vizcom.ai,AI-powered design tool that transforms sketches into photorealistic product renderings.,Graphic Design,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://vizcom.ai,
1.0,PRODUCT,Warmbox,,PAID,https://warmbox.ai,AI email warm-up tool that improves deliverability by building sender reputation automatically.,Email Assistants,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://warmbox.ai,
1.0,PRODUCT,Writecream,&AI,FREEMIUM,https://writecream.com,"AI content generation platform for creating personalized cold emails, blog articles, and ad copy.",Copywriting,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://writecream.com,
1.0,PRODUCT,Writer,,PAID,https://writer.com,Enterprise-grade AI writing platform for teams to generate on-brand content at scale.,Writing Assistants,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://writer.com,
1.0,PRODUCT,Yellow.ai,,PAID,https://yellow.ai,"Enterprise conversational AI platform for automating customer support across chat, voice, and email.",Customer Support,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://yellow.ai,
1.0,PRODUCT,Zilliz,,FREEMIUM,https://zilliz.com,Managed vector database service built on Milvus for AI-native similarity search at scale.,DevTools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://zilliz.com,
1.0,PRODUCT,Zumper,,FREE,https://zumper.com,AI-powered rental search platform for finding apartments with personalized recommendations.,Real Estate,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://zumper.com,
1.0,PRODUCT,GCS Cheats,,PAID,https://gcscheats.com/,"GCS Cheats is a marketplace for paid game modification software and cheats. It provides aimbots, ESP/wallhacks, triggerbots, radar hacks, and other tools for dozens of online multiplayer games, with instant license key delivery after purchase.",Others,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://gcscheats.com/,
1.0,PRODUCT,The Audio Stuff,,FREE,https://theaudiostuff.com,"The Audio Stuff is an independent review platform covering headphones, speakers, DACs, amplifiers, and sources with zero sponsored takes. All products are scored on a consistent 0–10 scale using a fixed reference chain, ensuring reliable cross-category comparisons. The site also offers 16 free browser-based audio tools including an ABX blind test, EQ simulator, and room mode calculator, plus curated buying guides and head-to-head comparisons.",Audio,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://theaudiostuff.com,
1.0,PRODUCT,8th Wall,Able,PAID,https://www.8thwall.com,Web-based augmented reality platform that enables brands and developers to create AR experiences that run directly in the browser.,AR/VR,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.8thwall.com,
1.0,PRODUCT,accessiBe,,PAID,https://accessibe.com,AI-powered web accessibility solution that automatically remediates websites to comply with WCAG and ADA standards.,Accessibility,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://accessibe.com,
1.0,PRODUCT,Adobe Character Animator,,PAID,https://www.adobe.com/products/character-animator.html,Adobe's real-time character animation tool that uses your webcam and microphone to animate 2D characters live.,Character Design,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://www.adobe.com/products/character-animator.html,
1.0,PRODUCT,Agiloft,&AI,PAID,https://www.agiloft.com,AI-driven contract lifecycle management platform with no-code customisation for enterprise legal and procurement teams.,Contract Management,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.agiloft.com,
1.0,PRODUCT,Alchemy,,FREEMIUM,https://www.alchemy.com,"Web3 developer platform providing blockchain APIs, node infrastructure, and AI-powered developer tools for building decentralised applications.",Web3,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://www.alchemy.com,
1.0,PRODUCT,Amwell,COACH,PAID,https://www.amwell.com,"Enterprise telehealth platform connecting patients with doctors and specialists for urgent care, therapy, and nutrition coaching online.",Telemedicine,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.amwell.com,
1.0,PRODUCT,Appen,,PAID,https://appen.com,Global data annotation and collection company providing high-quality training data for AI and machine learning models.,Data Labeling,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://appen.com,
1.0,PRODUCT,Applitools,,FREEMIUM,https://applitools.com,Visual AI testing platform that automates UI testing and cross-browser visual validation by understanding the page like a human.,Software Testing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://applitools.com,
1.0,PRODUCT,Arcadia,Able,FREEMIUM,https://www.arcadia.com,Clean energy technology company that connects households and businesses to renewable energy through community solar programmes.,CleanTech,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.arcadia.com,
1.0,PRODUCT,ArcGIS,,PAID,https://www.esri.com/en-us/arcgis/about-arcgis/overview,"Esri's comprehensive GIS platform for mapping, spatial analysis, and location intelligence across desktop, cloud, and mobile.",Geospatial,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,Best of AI,https://www.esri.com/en-us/arcgis/about-arcgis/overview,
1.0,PRODUCT,Archbee,Archbee,FREEMIUM,https://www.archbee.com,"Product documentation platform with AI writing assistance for creating internal wikis, API references, and developer portals.",Documentation,MATCHED,100,exact_domain,Exact product/startup domain match; Product name exactly matches startup name,Best of AI,https://www.archbee.com,
1.0,PRODUCT,Arterys,&AI,PAID,https://arterys.com,"Cloud-based medical imaging AI platform for cardiac, lung, and liver analysis using deep learning to accelerate radiology workflows.",Medical Imaging,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://arterys.com,
1.0,PRODUCT,Atomwise,,PAID,https://www.atomwise.com,AI-powered drug discovery company using deep learning to predict the binding affinity of molecules for target proteins.,Drug Discovery,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://www.atomwise.com,
1.0,PRODUCT,Audible,&AI,PAID,https://www.audible.com,Amazon's leading audiobook and podcast platform offering an extensive library of titles with AI-powered personalised recommendations.,Reading,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.audible.com,
1.0,PRODUCT,Augury,&AI,PAID,https://www.augury.com,AI-powered machine health monitoring platform that predicts equipment failures before they happen using vibration and temperature sensors.,Manufacturing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.augury.com,
1.0,PRODUCT,Aurora Solar,,PAID,https://aurorasolar.com,"AI-powered solar design and sales platform that automates site assessment, system design, and proposal generation for solar installers.",CleanTech,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://aurorasolar.com,
1.0,PRODUCT,Autodesk Construction Cloud,,PAID,https://construction.autodesk.com,"Unified construction management platform that connects workflows across design, build, and operations phases of construction projects.",Construction,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,Best of AI,https://construction.autodesk.com,
1.0,PRODUCT,AutoGrid,&AI,PAID,https://www.auto-grid.com,AI-powered energy management platform that optimises distributed energy resources and demand response for utilities and energy retailers.,Energy,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.auto-grid.com,
1.0,PRODUCT,Avalara,Automat,PAID,https://www.avalara.com,"Cloud-based tax compliance automation platform for sales tax, VAT, and customs duties across hundreds of countries and tax types.",Tax & Accounting,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://www.avalara.com,
1.0,PRODUCT,AWS IoT Core,,PAID,https://aws.amazon.com/iot-core/,Managed cloud service that lets IoT devices securely connect and interact with AWS cloud applications and other devices at scale.,IoT,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,Best of AI,https://aws.amazon.com/iot-core/,
1.0,PRODUCT,Azure Content Moderator,&AI,PAID,https://azure.microsoft.com/en-us/products/ai-services/ai-content-moderator,"Microsoft Azure's AI service for detecting potentially offensive, unwanted, or risky content in text, images, and videos.",Content Moderation,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://azure.microsoft.com/en-us/products/ai-services/ai-content-moderator,
1.0,PRODUCT,Bambu Studio,&AI,FREE,https://bambulab.com/en/software/bambuStudio,Free slicer software for Bambu Lab printers with AI-powered print optimisation,3D Printing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://bambulab.com/en/software/bambuStudio,
